index,0,1,2
26457,0.0760497671076883,0.09120413691911343,0.8327460959731982
26458,0.1873541850155589,0.18717235134112511,0.625473463643316
26459,0.06593014577613351,0.11921223029536059,0.814857623928506
26460,0.08059529341545886,0.137076127699159,0.7823285788853821
26461,0.09630242490132628,0.17576676218155343,0.7279308129171204
26462,0.09126745065422597,0.10623286194299687,0.8024996874027771
26463,0.5321805301910326,0.20443820120095804,0.2633812686080093
26464,0.08307447109024878,0.11923411063412886,0.7976914182756222
26465,0.06708061732975014,0.14042566893287037,0.7924937137373794
26466,0.0854935459746007,0.39522601225372744,0.519280441771672
26467,0.054963544655787434,0.18605114967305103,0.7589853056711616
26468,0.06696230438779245,0.11603503953226522,0.8170026560799423
26469,0.3995688248464155,0.16295997159944584,0.43747120355413865
26470,0.09022598882521186,0.17791968462548605,0.731854326549302
26471,0.08133794133436058,0.18918218717610316,0.7294798714895362
26472,0.07857147485361171,0.18103088801083675,0.7403976371355515
26473,0.07976304223601098,0.1200473134028033,0.8001896443611857
26474,0.26433500823832357,0.5894814871099134,0.1461835046517629
26475,0.15604956977387008,0.32727487100839925,0.5166755592177307
26476,0.06904780721498165,0.11452810307103223,0.8164240897139861
26477,0.13536122006927273,0.14346011606184286,0.7211786638688844
26478,0.08648210764609943,0.09048106050765638,0.8230368318462443
26479,0.06763571799875508,0.13970277195832406,0.792661510042921
26480,0.07683381662739873,0.10498760417678647,0.8181785791958149
26481,0.0690093455232478,0.40027721194090676,0.5307134425358455
26482,0.11794523764026361,0.09419735502550175,0.7878574073342346
26483,0.07982251331305389,0.13585784837124826,0.7843196383156977
26484,0.13928677968236836,0.22427141876559623,0.6364418015520354
26485,0.06301835596968326,0.09313759566422974,0.8438440483660871
26486,0.13678234146544008,0.33898454911704357,0.5242331094175164
26487,0.0880939534906236,0.13467543917598462,0.7772306073333918
26488,0.15917362561925466,0.6667833066515221,0.1740430677292233
26489,0.08984241636149831,0.3747043667948351,0.5354532168436666
26490,0.09150947752495074,0.44123718311818333,0.4672533393568659
26491,0.08087296172855643,0.1075831126248618,0.8115439256465816
26492,0.08044886808347386,0.20234533934833357,0.7172057925681926
26493,0.2257727816923956,0.6790040345334692,0.09522318377413515
26494,0.09483437463806788,0.1276122956517607,0.7775533297101714
26495,0.07293532754758364,0.10235118923466369,0.8247134832177526
26496,0.12140597204297243,0.11158214225950548,0.7670118856975221
26497,0.07382838518122552,0.7941215485620177,0.13205006625675678
26498,0.18774682733897416,0.4806438335791669,0.3316093390818589
26499,0.06850349507580987,0.16820972768188536,0.7632867772423046
26500,0.10560100663824364,0.367459922331465,0.5269390710302914
26501,0.08206231615225383,0.13490473706343878,0.7830329467843073
26502,0.07291653567218703,0.07598836629831608,0.8510950980294969
26503,0.06685511718247508,0.6334949369060502,0.29964994591147476
